"usageclass","checkouttype","materialtype","checkoutyear","checkoutmonth","checkouts","title","creator","subjects","publisher","publicationyear"
"Digital","OverDrive","EBOOK","2019","12","11","The 57 Bus: A True Story of Two Teenagers and the Crime That Changed Their Lives","Dashka Slater","Crime, Law, Sociology, Young Adult Nonfiction","Macmillan Publishers","2017"
"Physical","Horizon","BOOK","2019","12","11","Invitation only murder / Leslie Meier.","Meier, Leslie","Stone Lucy Fictitious character Fiction, Murder Investigation Fiction, Women private investigators Fiction, Ecotourism Fiction, Billionaires Fiction, Islands Fiction, Daughters Death Fiction, Maine Fiction, Detective and mystery fiction","Kensington Books,","2019."
"Physical","Horizon","BOOK","2019","12","1","Four friends / Robyn Carr.","Carr, Robyn","Self actualization Psychology Fiction, Self acceptance in women Fiction, Female friendship Fiction, Families Fiction, Neighbors Fiction, Psychological fiction","Harlequin MIRA,","[2014]"
"Digital","OverDrive","EBOOK","2019","12","2","Be Still and Know: Reflections From Living Buddha, Living Christ","Thich Nhat Hanh","Nonfiction, Religion & Spirituality","Penguin Group (USA), Inc.","2008"
"Physical","Horizon","BOOK","2019","12","4","Stick Dog craves candy / by Tom Watson ; [illustrations by Charles Grosvenor based on original sketches by Tom Watson].","Watson, Tom, 1965-","Dogs Juvenile fiction, Halloween Juvenile fiction, Candy Juvenile fiction, Friendship Juvenile fiction, Humorous stories","Harper, an imprint of HarperCollinsPublishers,","[2017]"
"Physical","Horizon","BOOK","2019","12","1","Crewel embroidery : with texture and thread variations / Audrey A. Francini.","Francini, Audrey A.","Crewelwork","Van Nostrand Reinhold Co.,","1979."
"Physical","Horizon","BOOK","2019","12","2","The cruise control diet : automate your diet and conquer weight loss forever / Jorge Cruise.","Cruise, Jorge","Reducing diets Popular works, Reducing diets Recipes, Weight loss Popular works, Cookbooks","Ballantine Books, an imprint of Random House,","[2019]"
"Physical","Horizon","BOOK","2019","12","1","Hilary Knight's The twelve days of Christmas.",,"Folk songs English England Texts Juvenile literature, Christmas music Texts Juvenile literature, Folk songs England Juvenile literature, Christmas music Juvenile literature","Simon & Schuster Books for Young Readers,","2001."
"Digital","OverDrive","EBOOK","2019","12","4","Size 12 and Ready to Rock: Heather Wells Mystery Series, Book 4","Meg Cabot","Fiction, Mystery","HarperCollins Publishers Inc.","2012"
"Digital","OverDrive","AUDIOBOOK","2019","12","1","Damien: Nightwalkers Series, Book 4 (unabridged) (Unabridged)","Jacquelyn Frank","Fantasy, Fiction, Literature, Romance","Tantor Media, Inc","2011"
"Digital","OverDrive","AUDIOBOOK","2019","12","10","The Last Astronaut (Unabridged)","David Wellington","Fiction, Horror, Science Fiction","Blackstone Audio, Inc.","2019"
"Physical","Horizon","BOOK","2019","12","1","Me and my sewing machine : a beginner's guide / Kate Haxell.","Haxell, Kate","Machine sewing, Sewing machines","C & T Publishing, Inc.,","2010."
"Physical","Horizon","SOUNDDISC","2019","12","1","I know you're married but I've got feelings too / Martha Wainwright.","Wainwright, Martha, 1976-","Popular music 2001 2010, Rock music 2001 2010","Zoë Records,","[2008]"
"Digital","OverDrive","EBOOK","2019","12","1","Raids and Rescues: The Secret Zoo Series, Book 5","Bryan Chick","Fantasy, Juvenile Fiction, Mystery","HarperCollins Publishers Inc.","2014"
"Physical","Horizon","VIDEODISC","2019","12","5","Spy in the wild 2 / a John Downer production for BBC, PBS, and Thirteen Productions, Inc. ; series producers, Philip Dalton, Matthew Gordon, Robert Pilley ; produced and directed by John Downer.",,"Social behavior in animals, Courtship in animals, Play behavior in animals, Parental behavior in animals, Display behavior in animals, Nature films, Wildlife films, Nonfiction films, Documentary films, Video recordings for the hearing impaired","BBC,","[2017]"
"Physical","Horizon","BOOK","2019","12","3","You're strong with me / Chitra Soundar & Poonam Mistry.","Chitra Soundar","Giraffe Juvenile fiction, Grasslands Juvenile fiction, Mother and child Juvenile fiction, Nature fiction, Picture books","Lantana Publishing,","2019."
"Physical","Horizon","BOOK","2019","12","1","Appalachian legacy : photographs / Shelby Lee Adams.","Adams, Shelby Lee","Adams Shelby Lee, Appalachian Region Southern Social life and customs Pictorial works, Appalachian Region Southern Biography Pictorial works, Appalachian Region Southern Social life and customs Miscellanea","University Press of Mississippi,","1998."
"Physical","Horizon","BOOK","2019","12","2","Sophie and Sparkle / by Kelly McKain ; illustrated by Mandy Stanley.","McKain, Kelly","Ponies Juvenile fiction, Horsemanship Juvenile fiction, Ponies Fiction, Horsemanship Fiction, Diary fiction","Tiger Tales,","2019."
"Physical","Horizon","BOOK","2019","12","6","The red zone : an earthquake story / Silvia Vecchini, Sualzo.","Vecchini, Silvia","Friendship Comic books strips etc, Earthquakes Comic books strips etc, Italy Comic books strips etc, Cartoons and comics, Graphic novels","Amulet Books,","2019."
"Physical","Horizon","BOOK","2019","12","5","The maze runner / James Dashner.","Dashner, James, 1972-","Amnesia Juvenile fiction, Cooperativeness Juvenile fiction, Labyrinths Juvenile fiction, Science fiction Juvenile fiction, Young adult fiction","Delacorte Press,","[2009]"
"Physical","Horizon","BOOK","2019","12","3","Little Shaq : star of the week / Shaquille O'Neal ; illustrated by Theodore Taylor III.","O'Neal, Shaquille","ONeal Shaquille Childhood and youth Juvenile fiction, Responsibility Juvenile fiction, Pets Juvenile fiction, African Americans Juvenile fiction","Bloomsbury,","2016."
"Physical","Horizon","BOOK","2019","12","5","Cucumber quest. 1, The doughnut kingdom / Gigi D.G.","Gigi D. G. (Artist)","Heroes Comic books strips etc, Quests Expeditions Comic books strips etc, Brothers and sisters Comic books strips etc, Swords Comic books strips etc, Graphic novels, Comics Graphic works","First Second Books,","2017."
"Physical","Horizon","VIDEODISC","2019","12","5","A wrinkle in time / Dimension Television ; BLT Productions ; Kerner Entertainment ; produced by Fitch Cady ; teleplay by Susan Shilliday ; directed by John Kent Harrison.",,"Space and time Juvenile drama, Brothers and sisters Juvenile drama, Families Juvenile drama, Time travel Juvenile drama, Made for TV movies, Childrens television programs, Science fiction television programs, Fiction television programs, Video recordings for the hearing impaired","Lionsgate,","[2017]"
"Digital","OverDrive","AUDIOBOOK","2019","12","4","Jungle of Stone: The Extraordinary Journey of John L. Stephens and Frederick Catherwood, and the Discovery of the Lost Civilization of the Maya (unabridged) (Unabridged)","William Carlsen","Biography & Autobiography, History, Nonfiction","HarperCollins Publishers Inc.","2016"
"Physical","Horizon","BOOK","2019","12","1","The memory of light / Francisco X. Stork.","Stork, Francisco X.","Mexican Americans Texas Juvenile fiction, Suicide Juvenile fiction, Depression Mental Juvenile fiction, Psychotherapy patients Juvenile fiction, Friendship Juvenile fiction, Families Texas Juvenile fiction, Mexican Americans Fiction, Psychotherapy Fiction, Family life Texas Fiction, Texas Fiction, Young adult fiction","Arthur A. Levine Books, an imprint of Scholastic Inc.,","2016."
"Physical","Horizon","VIDEODISC","2019","12","2","The 100. The complete first season / Warner Bros. Television ; CBS Television Studios.",,"Nuclear accidents Drama, Space stations Drama, Survivalism Drama, Science fiction television programs, Television series, Fiction television programs, Video recordings for the hearing impaired","[Publisher not identified],","[2014]"
"Physical","Horizon","BOOK","2019","12","4","Excel 2019 : in easy steps / Michael Price.","Price, Michael, 1942-","Microsoft Excel Computer file, Operating systems Computers, Integrated software, Business Computer programs, Electronic spreadsheets Computer programs","In Easy Steps Limited,","2019."
"Physical","Horizon","BOOK","2019","12","17","Killer instinct / James Patterson & Howard Roughan.","Patterson, James, 1947-","College teachers Fiction, Women detectives New York State New York Fiction, Murder Investigation New York State New York Fiction, Terrorism New York State New York Fiction, New York N Y Fiction, Detective and mystery fiction, Thrillers Fiction","Little, Brown and Company,","[2019]"
"Physical","Horizon","SOUNDDISC","2019","12","9","The starless sea / Erin Morgenstern.","Morgenstern, Erin","Libraries Fiction, Magic Fiction, Rare books Fiction, Man woman relationships Fiction, Audiobooks, Fantasy fiction, Romance fiction, Fantasy fiction, Love stories","Random House Audio, an imprint of the Penguin Random House Audio Publishing,","[2019]"
"Physical","Horizon","BOOK","2019","12","1","Ana and the sea star / R. Lynne Roelfs ; illustrated by Jamie Hogan.","Roelfs, R. Lynne","Starfishes Juvenile fiction, Marine animals Juvenile fiction, Picture books","Tilbury House Publishers,","[2017]"
"Physical","Horizon","BOOK","2019","12","2","Everyday whole grains : 175 new recipes from amaranth to wild rice / Ann Taylor Pittman, executive editor of Cooking light ; foreword by Hugh Acheson.","Pittman, Ann Taylor","Cooking Cereals, Grain, Cookbooks","Oxmoor House,","2016."
"Physical","Horizon","BOOK","2019","12","1","The flock factor / Martin Howard ; illustrated by Andy Janes.","Howard, Martin (Martin J.)","Shaun the Sheep Fictitious character Juvenile fiction, Sheep Juvenile fiction, Talent shows Juvenile fiction, Stage fright Juvenile fiction","Candlewick Entertainment,","2014."
"Digital","OverDrive","AUDIOBOOK","2019","12","3","The Broken Girls (Unabridged)","Simone St. James","Fiction, Suspense, Thriller","Books on Tape","2018"
"Digital","OverDrive","AUDIOBOOK","2019","12","4","The Middle East (Israel, Palestine & the Arab States) (Unabridged)","Wendy McElroy","Geography, Multi-Cultural, Nonfiction, Politics","Blackstone Audio, Inc.","2008"
"Digital","OverDrive","EBOOK","2019","12","1","Make Me Love You","Johanna Lindsey","Fiction, Historical Fiction, Romance","Simon & Schuster, Inc.","2016"
"Digital","OverDrive","AUDIOBOOK","2019","12","5","Brotopia: Breaking Up the Boys' Club of Silicon Valley (unabridged) (Unabridged)","Emily Chang","Business, Economics, Nonfiction, Women's Studies","Books on Tape","2018"
"Physical","Horizon","VIDEODISC","2019","12","1","1948 : creation & catastrophe / director/co-producer, Andy Trimlett ; co-producer/co-director, Ahlam Muhtaseb ; executive producers, Ahlam Muhtaseb, Andy Trimlett, Mohannad Malas ; 1948 Movie, LLC.",,"Israel Arab War 1948 1949 Refugees, Internally displaced persons Palestine, Internally displaced persons Israel, Refugees Palestinian Arab, Jewish Arab relations History 1917 1948, Documentary films, Feature films, Nonfiction films, Video recordings for the hearing impaired","1948 Movie, LLC,","[2018]"
"Physical","Horizon","SOUNDDISC","2019","12","2","Good man / Ne-Yo.","Ne-Yo","Popular music 2011 2020, Popular music","Motown,","[2018]"
"Digital","OverDrive","EBOOK","2019","12","1","Encyclopedia Brown and the Case of the Slippery Salamander: Encyclopedia Brown Series, Book 22","Donald J. Sobol","Juvenile Fiction, Mystery","Random House, Inc.","2011"
"Physical","Horizon","BOOK","2019","12","2","Master the GRE general test 2020.",,"Graduate Record Examination Study guides, Universities and colleges Graduate work Examinations Study guides, Study guides","Peterson's,","[2020], ©2020."
"Physical","Horizon","BOOK","2019","12","1","Houses and homes / Ann Morris ; photographs by Ken Heyman.","Morris, Ann, 1930-","Housing Juvenile literature, Dwellings Juvenile literature","Lothrop, Lee & Shepard Books,","[1992]"
"Digital","OverDrive","EBOOK","2019","12","1","Rosemary and Crime: Spice Shop Mystery Series, Book 1","Gail Oust","Fiction, Mystery","Macmillan Publishers","2016"
"Digital","OverDrive","EBOOK","2019","12","1","The Steel Remains: Land Fit for Heroes Series, Book 1","Richard K. Morgan","Fantasy, Fiction","Random House, Inc.","2011"
"Physical","Horizon","BOOK","2019","12","2","The burial at Thebes : a version of Sophocles' Antigone / Seamus Heaney.","Heaney, Seamus, 1939-2013","Antigone Mythological character Drama, Thebes Greece Drama, Tragedies","Farrar, Straus and Giroux,","2004."
"Physical","Horizon","BOOK","2019","12","5","I'm bored / by Michael Ian Black ; illustrated by Debbie Ridpath Ohi.","Black, Michael Ian, 1971-","Boredom Juvenile fiction, Imagination Fiction, Potatoes Juvenile fiction","Simon & Schuster Books for Young Readers,","2012."
"Digital","OverDrive","EBOOK","2019","12","2","The American Home Front, 1941–1942","Alistair  Cooke","History, Military, Nonfiction, Travel","Open Road Integrated Media","2014"
"Digital","OverDrive","EBOOK","2019","12","2","The Unmade World: A Novel","Steve Yarbrough","Fiction, Literature","Lightning Source Inc","2018"
"Physical","Horizon","BOOK","2019","12","1","Light : the visible spectrum and beyond / Kimberly Arcand and Megan Watzke.","Arcand, Kimberly K.","Light","Black Dog & Leventhal Publishers,","2015."
"Physical","Horizon","BOOK","2019","12","1","Let's go budget London.",,"London England Guidebooks","Let's Go Publications,","©2013."
"Digital","OverDrive","AUDIOBOOK","2019","12","2","An Extraordinary Union: Loyal League Series, Book 1 (unabridged) (Unabridged)","Alyssa Cole","African American Fiction, Fiction","Recorded Books, LLC","2019"
"Physical","Horizon","BOOK","2019","12","2","The red threads of fortune / JY Yang.","Yang, JY","Imaginary wars and battles Fiction, Fantasy fiction","Tom Doherty Associates,","[2017]"
"Physical","Horizon","BOOK","2019","12","1","A fairy's courage / E.J. Clarke.","Clarke, E. J.","Fairy tales, Fairies Fiction, Adventure and adventurers Fiction, Family life Fiction, Kidnapping Fiction, Foxes Fiction, Tigers Fiction, London England Fiction, England Fiction, Fairy tales, Fairies Juvenile fiction, Adventure stories, Families Juvenile fiction, Kidnapping Juvenile fiction, Foxes Juvenile fiction, Tiger Juvenile fiction, London England Juvenile fiction, England Juvenile fiction","Aladdin,","2018."
"Digital","OverDrive","AUDIOBOOK","2019","12","3","The Walking Drum (Unabridged)","Louis L'Amour","Fiction, Historical Fiction, Thriller, Western","Books on Tape","2010"
